"Hofname";"Adresse";"Baujahr von";"Baujahr bis";"Baujahr um";"Architekt";"Kunst am Bau";"Letzte Sanierung von";"Letzte Sanierung bis";"Wohnungen";"Lokale";"PDF-Download"
"Frˆmmlgasse 2-4";"1210 Wien, Frˆmmlgasse Frˆmmlgasse";"1960";"1961";"";"Rudolf Sorgo, Viktor Kraft, Rudolf Katterschafka, Ernst W. Irsigler";"ja";"";"";"171";"6";"https://www.wwpipe.at/web-portal/complex-description/0621366"
"Roggegasse 44-46";"1210 Wien, Roggegasse Roggegasse";"1960";"1961";"";"Anna Fembˆck";"ja";"";"";"51";"2";"https://www.wwpipe.at/web-portal/complex-description/0621367"
"÷denburger Straﬂe 73-85";"1210 Wien, ÷denburger Straﬂe ÷denburger Straﬂe";"1961";"1962";"";"Maximilian (Max) Bauer, Elfriede Beissel, Hans Zahlbruckner, Robert Steinhardt, Karl Musel";"ja";"";"";"320";"7";"https://www.wwpipe.at/web-portal/complex-description/0621369"
"Nordmanngasse 14-16";"1210 Wien, Nordmanngasse Nordmanngasse";"1961";"1962";"";"Josef Promintzer, Karl Zepke";"nein";"";"";"74";"0";"https://www.wwpipe.at/web-portal/complex-description/0621371"
"Frˆmmlgasse 1";"1210 Wien, Frˆmmlgasse Frˆmmlgasse";"1963";"1964";"";"Viktor Kraft";"nein";"";"";"14";"0";"https://www.wwpipe.at/web-portal/complex-description/0821373"
"Edergasse 1-3";"1210 Wien, Edergasse Edergasse";"1962";"1964";"";"Josef Ludwig Kalbac, Karl Eder, Leopold Liebl, Alexis Franken, Josef Hirner, Richard Gach, Josef Vytiska, Karl Wegscheider, Kurt Steiner, Ilse Vana-Schiffmann";"nein";"";"";"131";"12";"https://www.wwpipe.at/web-portal/complex-description/0621375"
"Berlagasse 1";"1210 Wien, Berlagasse Berlagasse";"1962";"1965";"";"Julius Bergmann, Alfred Lechner, Michael Pribitzer, Johannes (Hannes) Lintl, Georg Malai, Erna Grigkar-Kapinus";"ja";"";"";"282";"6";"https://www.wwpipe.at/web-portal/complex-description/0621376"
"Franz-Petritsch-Hof";"1210 Wien, Jedleseer Straﬂe Jedleseer Straﬂe";"1963";"1965";"";"Heinrich Schwetter, Kurt Buchta, Rudolf Goder, Stefan Karabiberoff, Josef Wenzel";"ja";"";"";"247";"6";"https://www.wwpipe.at/web-portal/complex-description/0621377"
"Justgasse 29";"1210 Wien, Justgasse Justgasse";"1964";"1966";"";"Alexis Franken";"ja";"";"";"695";"15";"https://www.wwpipe.at/web-portal/complex-description/0621379"
"M¸hlweg 43";"1210 Wien, M¸hlweg M¸hlweg";"1963";"1965";"";"Erna Grigkar-Kapinus, Alfred Lechner, Michael Pribitzer, Georg Malai, Julius Bergmann, Johannes (Hannes) Lintl";"nein";"";"";"273";"2";"https://www.wwpipe.at/web-portal/complex-description/0621381"
"Ruﬂbergstraﬂe 11";"1210 Wien, Ruﬂbergstraﬂe Ruﬂbergstraﬂe";"1966";"1967";"";"Ernst Lederer-Ponzer";"ja";"";"";"92";"10";"https://www.wwpipe.at/web-portal/complex-description/0621382"
"M¸hlsch¸ttelgasse 7-11";"1210 Wien, M¸hlsch¸ttelgasse M¸hlsch¸ttelgasse";"1969";"1971";"";"unbekannt unbekannt";"nein";"";"";"53";"0";"https://www.wwpipe.at/web-portal/complex-description/0421385"
"Theodor-Kˆrner-Gasse 28";"1210 Wien, Theodor-Kˆrner-Gasse Theodor-Kˆrner-Gasse";"1977";"1978";"";"Hans Zeiler, Kurt Braun";"nein";"";"";"16";"2";"https://www.wwpipe.at/web-portal/complex-description/1521406"
"Donaufelder Straﬂe 22";"1210 Wien, Donaufelder Straﬂe Donaufelder Straﬂe";"1977";"1979";"";"Hans Zeiler, Kurt Braun";"nein";"";"";"27";"13";"https://www.wwpipe.at/web-portal/complex-description/1521407"
"Ruﬂbergstraﬂe 94-100";"1210 Wien, Ruﬂbergstraﬂe Ruﬂbergstraﬂe";"1981";"1983";"";"Joseph Zimmel";"nein";"";"";"23";"5";"https://www.wwpipe.at/web-portal/complex-description/1621410"
"Pastorstraﬂe 22";"1210 Wien, Pastorstraﬂe Pastorstraﬂe";"1982";"1984";"";"Harry Gl¸ck, Johannes (Hannes) Lintl";"nein";"";"";"145";"2";"https://www.wwpipe.at/web-portal/complex-description/1721422"
"Oswald-Redlich-Straﬂe 36";"1210 Wien, Oswald-Redlich-Straﬂe Oswald-Redlich-Straﬂe";"1982";"1984";"";"Johannes (Hannes) Lintl, Harry Gl¸ck";"ja";"";"";"180";"15";"https://www.wwpipe.at/web-portal/complex-description/1721423"
"Br¸nner Straﬂe 188";"1210 Wien, Br¸nner Straﬂe Br¸nner Straﬂe";"1996";"1997";"";"Gabor Fettik, Johannes Bieber";"nein";"";"";"217";"1";"https://www.wwpipe.at/web-portal/complex-description/2121424"
"Otto-Felix-Kanitz-Hof";"1210 Wien, Kummergasse Kummergasse";"1993";"1995";"";"Josef F¸rstl, Viktor Hufnagl";"ja";"";"";"189";"6";"https://www.wwpipe.at/web-portal/complex-description/2321425"
"Jedlersdorfer Straﬂe 294";"1210 Wien, Jedlersdorfer Straﬂe Jedlersdorfer Straﬂe";"1994";"1995";"";"Gerhard Kroj";"ja";"";"";"70";"8";"https://www.wwpipe.at/web-portal/complex-description/2321426"
"Hanreitergasse 3";"1210 Wien, Hanreitergasse Hanreitergasse";"1993";"1996";"";"Othmar Augustin, Gerd Schlˆgl";"nein";"";"";"289";"6";"https://www.wwpipe.at/web-portal/complex-description/2321427"
"Konstanziagasse 44";"1220 Wien, Konstanziagasse Konstanziagasse";"1924";"1925";"";"Peter Behrens";"nein";"";"";"122";"10";"https://www.wwpipe.at/web-portal/complex-description/0822301"
"Sch¸ttaustraﬂe 14";"1220 Wien, Sch¸ttaustraﬂe Sch¸ttaustraﬂe";"";"";"2007";"";"nein";"";"";"0";"0";"https://www.wwpipe.at/web-portal/complex-description/0622302"
"Langobardenstraﬂe 207";"1220 Wien, Langobardenstraﬂe Langobardenstraﬂe";"1932";"1933";"";"Adolf Stˆckl";"ja";"";"";"16";"1";"https://www.wwpipe.at/web-portal/complex-description/0822303"
"Rudolf-Huber-Hof";"1220 Wien, Quadenstraﬂe Quadenstraﬂe";"1968";"1970";"";"Oskar Payer, Peter Payer";"ja";"";"";"743";"5";"https://www.wwpipe.at/web-portal/complex-description/0022304"
"Meiﬂnergasse 4-6";"1220 Wien, Meiﬂnergasse Meiﬂnergasse";"1925";"1926";"";"Karl Felsenstein, Hans Seitl";"ja";"";"";"123";"4";"https://www.wwpipe.at/web-portal/complex-description/0822305"
"Wagramer Straﬂe 97-103";"1220 Wien, Wagramer Straﬂe Wagramer Straﬂe";"1925";"1926";"";"Rudolf Krausz";"nein";"";"";"349";"14";"https://www.wwpipe.at/web-portal/complex-description/0822306"
"Albert-Schultz-Hof";"1220 Wien, Erzherzog-Karl-Straﬂe Erzherzog-Karl-Straﬂe";"1927";"1928";"";"George Karau";"nein";"";"";"185";"29";"https://www.wwpipe.at/web-portal/complex-description/0822307"
"Moissigasse 19";"1220 Wien, Moissigasse Moissigasse";"1939";"1940";"";"Erich Franz Leischner";"nein";"";"";"209";"19";"https://www.wwpipe.at/web-portal/complex-description/0822308"
"Steigenteschgasse 11";"1220 Wien, Steigenteschgasse Steigenteschgasse";"1950";"1951";"";"Kurt Nehrer";"nein";"";"";"15";"5";"https://www.wwpipe.at/web-portal/complex-description/0822311"
"Kraygasse 89";"1220 Wien, Kraygasse Kraygasse";"1950";"1951";"";"Wilhelm Hubatsch";"nein";"";"";"27";"1";"https://www.wwpipe.at/web-portal/complex-description/0822312"
"Langobardenstraﬂe 23-27";"1220 Wien, Langobardenstraﬂe Langobardenstraﬂe";"1950";"1959";"";"Alfred Schˆmer, Walter ProchÈ, Rudolf Pamlitschka, Walter H¸bner";"ja";"";"";"219";"7";"https://www.wwpipe.at/web-portal/complex-description/0822313"
"Erzherzog-Karl-Straﬂe 84-88";"1220 Wien, Erzherzog-Karl-Straﬂe Erzherzog-Karl-Straﬂe";"1951";"1952";"";"Otmar Brunner";"ja";"";"";"98";"7";"https://www.wwpipe.at/web-portal/complex-description/0822314"
"Donaustadtstraﬂe 44";"1220 Wien, Donaustadtstraﬂe Donaustadtstraﬂe";"1951";"1952";"";"Franz Thajer, Karl Brandner";"ja";"";"";"85";"1";"https://www.wwpipe.at/web-portal/complex-description/0822315"
"Donaufelder Straﬂe 208-214";"1220 Wien, Donaufelder Straﬂe Donaufelder Straﬂe";"1951";"1952";"";"Jakob Zachar, Josef Fleischer";"nein";"";"";"102";"1";"https://www.wwpipe.at/web-portal/complex-description/0822316"
"Baschgasse 21";"1220 Wien, Baschgasse Baschgasse";"1964";"1965";"";"Wenzl - Hartl";"nein";"";"";"12";"1";"https://www.wwpipe.at/web-portal/complex-description/0622317"
"Stallarngasse 34-40";"1220 Wien, Stallarngasse Stallarngasse";"1964";"1965";"";"Wenzl - Hartl";"nein";"";"";"24";"3";"https://www.wwpipe.at/web-portal/complex-description/0822318"
"Pirquetgasse 9";"1220 Wien, Pirquetgasse Pirquetgasse";"1972";"1975";"";"Oskar Payer";"ja";"";"";"308";"0";"https://www.wwpipe.at/web-portal/complex-description/1122319"
"Eﬂlinger Hauptstraﬂe 76";"1220 Wien, Eﬂlinger Hauptstraﬂe Eﬂlinger Hauptstraﬂe";"1953";"1958";"";"Camillo Fritz Discher";"nein";"";"";"79";"5";"https://www.wwpipe.at/web-portal/complex-description/0822320"
"Oberdorfstraﬂe 4-8";"1220 Wien, Oberdorfstraﬂe Oberdorfstraﬂe";"1953";"1954";"";"Andreas Trˆster";"nein";"";"";"75";"6";"https://www.wwpipe.at/web-portal/complex-description/0822321"
"Agavenweg 26";"1220 Wien, Agavenweg Agavenweg";"1953";"1955";"";"Hans Hoppenberger";"nein";"";"";"23";"2";"https://www.wwpipe.at/web-portal/complex-description/0822322"
"Sch¸ttaustraﬂe 20-40";"1220 Wien, Sch¸ttaustraﬂe Sch¸ttaustraﬂe";"1954";"1956";"";"Walter Vasa, Hans MuttonÈ, Johann (Hanns) Hack, Gustav Hoppe, Erwin Bˆck, Josef Fleischer, Wolfgang Schwarzacher";"ja";"";"";"414";"16";"https://www.wwpipe.at/web-portal/complex-description/0822324"
"Mendelssohngasse 2";"1220 Wien, Mendelssohngasse Mendelssohngasse";"1955";"1956";"";"Richard Praun";"nein";"";"";"37";"2";"https://www.wwpipe.at/web-portal/complex-description/0822325"
"Wimpffengasse 37-39";"1220 Wien, Wimpffengasse Wimpffengasse";"1957";"1959";"";"Franz Stechauner";"ja";"";"";"59";"0";"https://www.wwpipe.at/web-portal/complex-description/0822333"
"Hirschstettner Straﬂe 2-4";"1220 Wien, Hirschstettner Straﬂe Hirschstettner Straﬂe";"1958";"1959";"";"Josef Baudys";"nein";"";"";"45";"2";"https://www.wwpipe.at/web-portal/complex-description/0622334"
"Sch¸ttaustraﬂe 4-18";"1220 Wien, Sch¸ttaustraﬂe Sch¸ttaustraﬂe";"1957";"1959";"";"Herta Jerzabek, Wolfgang Horak, Friedrich (Fritz) Novotny, Ladislaus Hrdlicka, Hans MuttonÈ";"nein";"";"";"246";"25";"https://www.wwpipe.at/web-portal/complex-description/0822335"
"Wagramer Straﬂe 55-61";"1220 Wien, Wagramer Straﬂe Wagramer Straﬂe";"1958";"1960";"";"Fritz Weber, RenÈe Wagner-Rosendorfsky, Georg Conditt, Anton Wichtl, Viktor Ruczka";"ja";"";"";"231";"17";"https://www.wwpipe.at/web-portal/complex-description/0622337"
"Wagramer Straﬂe 164-168";"1220 Wien, Wagramer Straﬂe Wagramer Straﬂe";"1959";"1960";"";"Karl H. Brunner";"ja";"";"";"82";"3";"https://www.wwpipe.at/web-portal/complex-description/0622338"
"Viktor-Kaplan-Straﬂe 1-9";"1220 Wien, Viktor-Kaplan-Straﬂe Viktor-Kaplan-Straﬂe";"1959";"1960";"";"Ceno Kosak";"ja";"";"";"127";"0";"https://www.wwpipe.at/web-portal/complex-description/0622339"
"Meiﬂauergasse 2";"1220 Wien, Meiﬂauergasse Meiﬂauergasse";"1960";"1961";"";"Anny Beranek, Friedrich Schlossberg";"ja";"";"";"117";"2";"https://www.wwpipe.at/web-portal/complex-description/0622340"
"Hirschstettner Straﬂe 12-20";"1220 Wien, Hirschstettner Straﬂe Hirschstettner Straﬂe";"1962";"1964";"";"Josef Seeberger, Ferdinand Riedl, Alfred Wanko, Hubert Steinhauer";"ja";"";"";"332";"8";"https://www.wwpipe.at/web-portal/complex-description/0622343"
"Siebenb¸rgerstraﬂe 2-12";"1220 Wien, Siebenb¸rgerstraﬂe Siebenb¸rgerstraﬂe";"1962";"1964";"";"Peter Payer, Oskar Payer";"ja";"";"";"855";"10";"https://www.wwpipe.at/web-portal/complex-description/0622344"
"Spargelfeldstraﬂe 194-198";"1220 Wien, Spargelfeldstraﬂe Spargelfeldstraﬂe";"1964";"1965";"";"Wenzl - Hartl";"nein";"";"";"35";"3";"https://www.wwpipe.at/web-portal/complex-description/0622345"
"Siebenb¸rgerstraﬂe 28-48";"1220 Wien, Siebenb¸rgerstrasse Siebenb¸rgerstrasse";"1963";"1964";"";"Peter Payer, Oskar Payer";"ja";"";"";"222";"1";"https://www.wwpipe.at/web-portal/complex-description/0622346"
"Rugierstraﬂe 30-42";"1220 Wien, Rugierstrasse Rugierstrasse";"1963";"1964";"";"Peter Payer, Oskar Payer";"ja";"";"";"126";"1";"https://www.wwpipe.at/web-portal/complex-description/0622347"
"Tietzestraﬂe 2";"1220 Wien, Tietzestraﬂe Tietzestraﬂe";"1964";"1965";"";"Peter Payer, Oskar Payer";"ja";"";"";"523";"6";"https://www.wwpipe.at/web-portal/complex-description/0622348"
"Aribogasse 28";"1220 Wien, Aribogasse Aribogasse";"1963";"1963";"";"Carl Reinhardt, Slawa Coen-Walewa, Robert Kapeller, Rudolf Scherer, Hermann Stiegholzer, Robert Kanfer, Ferdinand Zimmermann, Kurt Neugebauer";"ja";"";"";"470";"6";"https://www.wwpipe.at/web-portal/complex-description/0622350"
"Langobardenstraﬂe 63a";"1220 Wien, Langobardenstraﬂe Langobardenstraﬂe";"1965";"1965";"";"Peter Koban, Walter Schmutzer, Walter Totz, Franz Kahrer, Wolfgang Horak";"nein";"";"";"32";"4";"https://www.wwpipe.at/web-portal/complex-description/0822351"
"Rugierstraﬂe 26";"1220 Wien, Rugierstraﬂe Rugierstraﬂe";"1967";"1968";"";"Oskar Payer, Peter Payer";"ja";"";"";"166";"4";"https://www.wwpipe.at/web-portal/complex-description/0622353"
"Hans-Steger-Gasse 13";"1220 Wien, Hans-Steger-Gasse Hans-Steger-Gasse";"1966";"1967";"";"Raimund Haintz";"nein";"";"";"54";"4";"https://www.wwpipe.at/web-portal/complex-description/0422355"
"Anton-Sattler-Gasse 82-84";"1220 Wien, Anton-Sattler-Gasse Anton-Sattler-Gasse";"1965";"1967";"";"Klaus Schmidt, Berthold Gabriel, Helmut Franz Ohner";"ja";"";"";"166";"1";"https://www.wwpipe.at/web-portal/complex-description/0622356"
"Pogrelzstraﬂe 2";"1220 Wien, Pogrelzstraﬂe Pogrelzstraﬂe";"1967";"1968";"";"Peter Payer, Oskar Payer";"nein";"";"";"125";"2";"https://www.wwpipe.at/web-portal/complex-description/0422357"
"Mergenthalerplatz 1";"1220 Wien, Mergenthalerplatz Mergenthalerplatz";"1923";"1923";"";"Karl Schartelm¸ller";"nein";"";"";"16";"8";"https://www.wwpipe.at/web-portal/complex-description/0822358"
"Steigenteschgasse 136-140";"1220 Wien, Steigenteschgasse Steigenteschgasse";"1924";"1924";"";"Karl Schartelm¸ller";"nein";"";"";"24";"3";"https://www.wwpipe.at/web-portal/complex-description/0822359"
"Karl-Gr¸bl-Weg 39-41";"1220 Wien, Karl-Gr¸bl-Weg Karl-Gr¸bl-Weg";"1929";"1953";"";"Franz Schuster, Franz Schacherl";"nein";"";"";"26";"0";"https://www.wwpipe.at/web-portal/complex-description/0822360"
"Wagramer Straﬂe 95";"1220 Wien, Wagramer Straﬂe Wagramer Straﬂe";"1966";"1968";"";"Herbert Prehsler, Eduard F. Sekler";"ja";"";"";"202";"9";"https://www.wwpipe.at/web-portal/complex-description/0522362"
"Polgarstraﬂe 25";"1220 Wien, Polgarstraﬂe Polgarstraﬂe";"1967";"1968";"";"Oskar Payer, Peter Payer";"nein";"";"";"135";"0";"https://www.wwpipe.at/web-portal/complex-description/0422363"
"Franz-Karl-Effenberg-Hof";"1220 Wien, Ziegelhofstraﬂe Ziegelhofstraﬂe";"1972";"1974";"";"Peter Payer, Oskar Payer";"ja";"";"";"480";"14";"https://www.wwpipe.at/web-portal/complex-description/1222364"
"Quadenstraﬂe 65-67";"1220 Wien, Quadenstraﬂe Quadenstraﬂe";"1972";"1974";"";"Peter Payer, Oskar Payer";"ja";"";"";"376";"7";"https://www.wwpipe.at/web-portal/complex-description/1222365"
"Pirquetgasse 6";"1220 Wien, Pirquetgasse Pirquetgasse";"1972";"1974";"";"Oskar Payer, Peter Payer";"nein";"";"";"72";"2";"https://www.wwpipe.at/web-portal/complex-description/1222368"
"Rennbahnweg 27";"1220 Wien, Rennbahnweg Rennbahnweg";"1973";"1977";"";"Brigitte Wiedmann, Fritz Gerhard Mayr, Walter Vasa";"ja";"";"";"2422";"76";"https://www.wwpipe.at/web-portal/complex-description/1222369"
"Wagramer Straﬂe 162";"1220 Wien, Wagramer Straﬂe Wagramer Straﬂe";"1980";"1982";"";"Bernd Neubauer";"nein";"";"";"43";"3";"https://www.wwpipe.at/web-portal/complex-description/1622372"
"Melangasse 1-5";"1220 Wien, Melangasse Melangasse";"1981";"1983";"";"Karl Mang, Alfred Viktor Pal, Johann Georg Gsteu, Manfred Stein, Egon Fraundorfer, G¸nther Schuster, Udo Schrittwieser, Annemarie Obermann, Eva Mang";"nein";"";"";"179";"9";"https://www.wwpipe.at/web-portal/complex-description/1622377"
"Am Heidjˆchl 14";"1220 Wien, Am Heidjˆchl Am Heidjˆchl";"1981";"1983";"";"Hans H‰usler, Friedrich (Fritz) Gr¸nberger, Wolfgang Horak, Wilfried Haertl, Eduard Ebner";"ja";"";"";"641";"23";"https://www.wwpipe.at/web-portal/complex-description/1622378"
"Pogrelzstraﬂe 25";"1220 Wien, Pogrelzstraﬂe Pogrelzstraﬂe";"1989";"1990";"";"unbekannt unbekannt";"nein";"";"";"49";"0";"https://www.wwpipe.at/web-portal/complex-description/1922379"
"Markomannenstraﬂe 27-31";"1220 Wien, Markomannenstraﬂe Markomannenstraﬂe";"1991";"1992";"";"Hans H‰usler, Friedrich Moser";"nein";"";"";"44";"0";"https://www.wwpipe.at/web-portal/complex-description/2122381"
"Langobardenstraﬂe 128";"1220 Wien, Langobardenstraﬂe Langobardenstraﬂe";"1994";"1996";"";"Diether S. Hoppe, Heinrich Eidenbˆck";"nein";"";"";"253";"7";"https://www.wwpipe.at/web-portal/complex-description/2322383"
"Jakob-Sommerbauer-Straﬂe 3";"1230 Wien, Jakob-Sommerbauer-Straﬂe Jakob-Sommerbauer-Straﬂe";"";"";"1850";"unbekannt unbekannt";"nein";"";"";"3";"1";"https://www.wwpipe.at/web-portal/complex-description/0323029"
"Leo-Mathauser-Gasse 73";"1230 Wien, Leo-Mathauser-Gasse Leo-Mathauser-Gasse";"1964";"1964";"";"Anton Ceplecha";"ja";"";"";"8";"0";"https://www.wwpipe.at/web-portal/complex-description/0323060"
"Levasseurgasse 5";"1230 Wien, Levasseurgasse Levasseurgasse";"1956";"1957";"";"Josef Seeberger";"ja";"";"";"34";"4";"https://www.wwpipe.at/web-portal/complex-description/0323068"
"Anton-Freunschlag-Gasse 80";"1230 Wien, Anton-Freunschlag-Gasse Anton-Freunschlag-Gasse";"1962";"1964";"";"Anton Ceplecha";"nein";"";"";"11";"0";"https://www.wwpipe.at/web-portal/complex-description/0323114"
"Hans-Werndl-Hof";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1928";"1928";"";"Leopold Schumm";"nein";"";"";"11";"5";"https://www.wwpipe.at/web-portal/complex-description/0823301"
"Brunner Straﬂe 18";"1230 Wien, Brunner Straﬂe Brunner Straﬂe";"1952";"1953";"";"Josef Leitner, Emil Nibio";"ja";"";"";"42";"2";"https://www.wwpipe.at/web-portal/complex-description/0823302"
"Carlbergergasse 43";"1230 Wien, Carlbergergasse Carlbergergasse";"1958";"1959";"";"Johann Staber";"nein";"";"";"10";"0";"https://www.wwpipe.at/web-portal/complex-description/0623304"
"Ziedlergasse 5";"1230 Wien, Ziedlergasse Ziedlergasse";"1927";"1928";"";"Wilhelm Mucha";"ja";"";"";"27";"0";"https://www.wwpipe.at/web-portal/complex-description/0823305"
"Klostermanngasse 13";"1230 Wien, Klostermanngasse Klostermanngasse";"1958";"1959";"";"Johann Staber";"ja";"";"";"14";"1";"https://www.wwpipe.at/web-portal/complex-description/0623306"
"Canavesegasse 6-8";"1230 Wien, Canavesegasse Canavesegasse";"1949";"1950";"";"Jakob Unterberger";"ja";"";"";"87";"5";"https://www.wwpipe.at/web-portal/complex-description/0823307"
"Erlaaer Straﬂe 125-129";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1951";"1952";"";"Nadia Artmann, Paul Artmann";"nein";"";"";"40";"2";"https://www.wwpipe.at/web-portal/complex-description/0823308"
"Erlaaer Straﬂe 154-158";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1954";"1955";"";"Karl Haschek";"ja";"";"";"35";"4";"https://www.wwpipe.at/web-portal/complex-description/0823309"
"F‰rberm¸hlgasse 11";"1230 Wien, F‰rberm¸hlgasse F‰rberm¸hlgasse";"1964";"1966";"";"Rudolf Bazalka, Viktor Hufnagl";"ja";"";"";"34";"2";"https://www.wwpipe.at/web-portal/complex-description/0623310"
"Kolbegasse 30-32";"1230 Wien, Kolbegasse Kolbegasse";"1951";"1952";"";"Walter Majores, Erich Majores";"nein";"";"";"51";"2";"https://www.wwpipe.at/web-portal/complex-description/0823311"
"Karl-Krestan-Gasse 5";"1230 Wien, Karl-Krestan-Gasse Karl-Krestan-Gasse";"1951";"1952";"";"Anny Beranek";"nein";"";"";"47";"1";"https://www.wwpipe.at/web-portal/complex-description/0823312"
"Triester Straﬂe 205";"1230 Wien, Triester Straﬂe Triester Straﬂe";"1954";"1956";"";"Hans Zahlbruckner";"nein";"";"";"58";"1";"https://www.wwpipe.at/web-portal/complex-description/0823313"
"Dr.-Neumann-Gasse 8-10";"1230 Wien, Dr.-Neumann-Gasse Dr.-Neumann-Gasse";"1950";"1951";"";"Hans Schimitzek, Arnold Goldberger";"nein";"";"";"48";"2";"https://www.wwpipe.at/web-portal/complex-description/0823314"
"Elisenstraﬂe 28-30";"1230 Wien, Elisenstraﬂe Elisenstraﬂe";"1958";"1959";"";"Anton Dolenz";"ja";"";"";"23";"0";"https://www.wwpipe.at/web-portal/complex-description/0623315"
"F‰rberm¸hlgasse 5";"1230 Wien, F‰rberm¸hlgasse F‰rberm¸hlgasse";"1951";"1952";"";"Oskar Trubel";"nein";"";"";"29";"2";"https://www.wwpipe.at/web-portal/complex-description/0823316"
"Rudolf-Zeller-Gasse 67";"1230 Wien, Rudolf-Zeller-Gasse Rudolf-Zeller-Gasse";"1967";"1968";"";"PORR AG";"nein";"";"";"82";"1";"https://www.wwpipe.at/web-portal/complex-description/0423317"
"Haeckelstraﬂe 4";"1230 Wien, Haeckelstraﬂe Haeckelstraﬂe";"1953";"1954";"";"Lutz Lernhart, Rudolf Angelides";"ja";"";"";"51";"5";"https://www.wwpipe.at/web-portal/complex-description/0823319"
"Elisenstraﬂe 24-26";"1230 Wien, Elisenstraﬂe Elisenstraﬂe";"1949";"1950";"";"Camillo Fritz Discher, Engelbert Mang";"nein";"";"";"37";"3";"https://www.wwpipe.at/web-portal/complex-description/0823320"
"Seybelgasse 3a";"1230 Wien, Seybelgasse Seybelgasse";"1955";"1956";"";"Karl F. Wieninger";"ja";"";"";"65";"1";"https://www.wwpipe.at/web-portal/complex-description/0823321"
"Erlaaer Straﬂe 123";"1230 Wien, Erlaaer Straﬂe Erlaaer Straﬂe";"1967";"1969";"";"Friedrich Schlossberg";"nein";"";"";"42";"3";"https://www.wwpipe.at/web-portal/complex-description/0423322"
"Gregorygasse 47";"1230 Wien, Gregorygasse Gregorygasse";"1967";"1969";"";"Wiener Stadtbauamt, MA19";"ja";"";"";"221";"0";"https://www.wwpipe.at/web-portal/complex-description/0423323"
"Peterlinigasse 12-16";"1230 Wien, Peterlinigasse Peterlinigasse";"1953";"1956";"";"Anton (Toni) Lenhardt, Josef Dobrowolny";"ja";"";"";"148";"6";"https://www.wwpipe.at/web-portal/complex-description/0823324"
"Kanitzgasse 2-6";"1230 Wien, Kanitzgasse Kanitzgasse";"1951";"1956";"";"Alfred Wanko, Wilhelm Glattes";"ja";"";"";"48";"3";"https://www.wwpipe.at/web-portal/complex-description/0823325"
"Marktgemeindegasse 44-50";"1230 Wien, Marktgemeindegasse Marktgemeindegasse";"1968";"1970";"";"Otto Niedermoser";"ja";"";"";"87";"15";"https://www.wwpipe.at/web-portal/complex-description/0423326"
"Ziedlergasse 28";"1230 Wien, Ziedlergasse Ziedlergasse";"1967";"1969";"";"Anton Steflicek, Fritz Judtmann, Joachim Peters";"nein";"";"";"156";"0";"https://www.wwpipe.at/web-portal/complex-description/0423328"
"Hochwassergasse 58";"1230 Wien, Hochwassergasse Hochwassergasse";"1957";"1958";"";"Valerie Wild, Walter Foral";"nein";"";"";"79";"6";"https://www.wwpipe.at/web-portal/complex-description/0823329"
"Kaiser-Franz-Josef-Straﬂe 23-25";"1230 Wien, Kaiser-Franz-Josef-Straﬂe Kaiser-Franz-Josef-Straﬂe";"1957";"1958";"";"Heinrich Schwetter";"ja";"";"";"33";"0";"https://www.wwpipe.at/web-portal/complex-description/0823330"
"Elisenstraﬂe 110-116";"1230 Wien, Elisenstraﬂe Elisenstraﬂe";"1953";"1954";"";"Karl Lehrmann, Adolf Benedikt";"ja";"";"";"132";"0";"https://www.wwpipe.at/web-portal/complex-description/0823331"
"Ketzergasse 42";"1230 Wien, Ketzergasse Ketzergasse";"1949";"1950";"";"Eduard F. Sekler";"ja";"";"";"38";"6";"https://www.wwpipe.at/web-portal/complex-description/0823333"
"Kaltenleutgebner Straﬂe 1";"1230 Wien, Kaltenleutgebner Straﬂe Kaltenleutgebner Straﬂe";"1955";"1956";"";"Wilhelm Kˆrner";"ja";"";"";"23";"2";"https://www.wwpipe.at/web-portal/complex-description/0823334"
"P¸lslgasse 10";"1230 Wien, P¸lslgasse P¸lslgasse";"1955";"1956";"";"Fritz Stachl";"nein";"";"";"25";"0";"https://www.wwpipe.at/web-portal/complex-description/0823335"
"Canavesegasse 9-15";"1230 Wien, Canavesegasse Canavesegasse";"1956";"1957";"";"Josef Seeberger, Karl Lehrmann";"ja";"";"";"72";"1";"https://www.wwpipe.at/web-portal/complex-description/0823336"
"Valentingasse 7";"1230 Wien, Valentingasse Valentingasse";"1956";"1957";"";"Raymund Sch¸ller";"nein";"";"";"59";"4";"https://www.wwpipe.at/web-portal/complex-description/0823337"
"F‰rberm¸hlgasse 9";"1230 Wien, F‰rberm¸hlgasse F‰rberm¸hlgasse";"1954";"1955";"";"Johann (Hans) Stˆhr, Ludwig Schmid";"nein";"";"";"14";"1";"https://www.wwpipe.at/web-portal/complex-description/0823338"
"Josef-Endlweber-Gasse 3-5";"1230 Wien, Josef-Endlweber-Gasse Josef-Endlweber-Gasse";"1956";"1957";"";"Moritz ServÈ";"nein";"";"";"28";"3";"https://www.wwpipe.at/web-portal/complex-description/0823339"
